word	lemma	method
ювасы	ювасы	lem
бам	бам	lem
ашамагъа	ашамагъа	lem
дейлср	дейлср	lem
сапьатыны	сапьатыны	lem
бнрп	бнрп	lem
биргшдеи	биргшдеи	lem
анрылмаз	анрылмаз	lem
тарзда	тарзда	lem
шекплппн	шекплппн	lem
бабагъа	бабагъа	lem
севгини	севгини	lem
къарныягъдыргъан	къарныягъдыргъан	lem
сликлерден	сликлерден	lem
фааль	фааль	lem
шарт	шарт	lem
эндектен	эндектен	lem
образлар	образлар	lem
къабугъы	къабугъы	lem
шойле	шойле	lem
алтмыш	алтмыш	lem
язылы	язылы	lem
тамам	тамам	lem
къыркъ	къыркъ	lem
кельмек	кельмек	lem
артындан	артындан	lem
къапысы	къапысы	lem
омюрпнеп	омюрпнеп	lem
иштиракинде	иштиракинде	lem
файдаланув	файдаланув	lem
толерант	толерант	lem
балабан	балабан	lem
йырларында	йырларында	lem
balaban	balaban	lem
пардош	пардош	lem
къарар	къарар	lem
сени	сени	lem
иынъ	иынъ	lem
вариетнии	вариетнии	lem
ёлупы	ёлупы	lem
сызлыкъ	сызлыкъ	lem
алларынынъ	алларынынъ	lem
эписине	эписине	lem
келъген	келъген	lem
алай	алай	lem
берелер	берелер	lem
садасы	садасы	lem
етмиш	етмиш	lem
алайы	алайы	lem
кенъеш	кенъеш	lem
этил	этил	lem
яптырмагъа	яптырмагъа	lem
гольни	гольни	lem
яптыралар	яптыралар	lem
ханлар	ханлар	lem
авлайлар	авлайлар	lem
башкъаларьшьшъ	башкъаларьшьшъ	lem
лчюн	лчюн	lem
кечмпшипнъ	кечмпшипнъ	lem
деплер	деплер	lem
сильтмеге	сильтмеге	lem
бойлелик	бойлелик	lem
аит	аит	lem
илляллах	илляллах	lem
qanatlarını	qanatlarını	lem
köre	köre	lem
ösümlik	ösümlik	lem
къала	къала	lem
севги	севги	lem
беяз	беяз	lem
невбетте	невбетте	lem
бармай	бармай	lem
тюшюне	тюшюне	lem
тутмагъа	тутмагъа	lem
акъпкъатен	акъпкъатен	lem
дсвирпппъ	дсвирпппъ	lem
абпдеспдпр	абпдеспдпр	lem
умютлершш	умютлершш	lem
къувапч	къувапч	lem
азапларыиы	азапларыиы	lem
иеф	иеф	lem
къачакълар	къачакълар	lem
дедилер	дедилер	lem
бпрн	бпрн	lem
вакъиа	вакъиа	lem
айдын	айдын	lem
чыкъкъан	чыкъкъан	lem
къызып	къызып	lem
бирден	бирден	lem
къушуна	къушуна	lem
ретлерпнп	ретлерпнп	lem
кельгепдпр	кельгепдпр	lem
пш	пш	lem
азлаштырыр	азлаштырыр	lem
бою	бою	lem
кечирип	кечирип	lem
арамызда	арамызда	lem
ондай	ондай	lem
кимседе	кимседе	lem
къушныьгь	къушныьгь	lem
джрпбесп	джрпбесп	lem
адпселерпне	адпселерпне	lem
мупасебети	мупасебети	lem
ичтпмаий	ичтпмаий	lem
ларгъа	ларгъа	lem
бакъышы	бакъышы	lem
аралыкътан	аралыкътан	lem
этерек	этерек	lem
алсам	алсам	lem
насьш	насьш	lem
фольклорныпъ	фольклорныпъ	lem
тарп	тарп	lem
хыиеп	хыиеп	lem
олгъапыиы	олгъапыиы	lem
къапд	къапд	lem
огреимегепдже	огреимегепдже	lem
халкъпьшъ	халкъпьшъ	lem
акъп	акъп	lem
ызыстан	ызыстан	lem
къардаш	къардаш	lem
къайталар	къайталар	lem
къайткъан	къайткъан	lem
хантъа	хантъа	lem
эльчи	эльчи	lem
джиберип	джиберип	lem
кънп	кънп	lem
тарпхыпы	тарпхыпы	lem
бпльмек	бпльмек	lem
дегильднр	дегильднр	lem
дегеп	дегеп	lem
кечирильген	кечирильген	lem
сув	сув	lem
акъайлар	акъайлар	lem
шейлер	шейлер	lem
къушньгнъ	къушньгнъ	lem
сатса	сатса	lem
истесе	истесе	lem
революцпоп	революцпоп	lem
демократы	демократы	lem
сют	сют	lem
яратты	яратты	lem
аэпклп	аэпклп	lem
сёзлерпне	сёзлерпне	lem
къальбппде	къальбппде	lem
къайнагъаи	къайнагъаи	lem
поэтпк	поэтпк	lem
башланышы	башланышы	lem
тасвпрленпп	тасвпрленпп	lem
тамыры	тамыры	lem
тарка	тарка	lem
прожила	прожила	lem
вникла	вникла	lem
къыйметлп	къыйметлп	lem
фнкпрлерн	фнкпрлерн	lem
коллектнв	коллектнв	lem
картанъызны	картанъызны	lem
дёрт	дёрт	lem
хочу	хочу	lem
топлангьан	топлангьан	lem
къушларны	къушларны	lem
нырларына	нырларына	lem
апттпр	апттпр	lem
пырлар	пырлар	lem
цэйв	цэйв	lem
приз	приз	lem
кетире	кетире	lem
боджеги	боджеги	lem
тура	тура	lem
саиплерине	саиплерине	lem
къальбипдеки	къальбипдеки	lem
эпъ	эпъ	lem
пазпк	пазпк	lem
дунгъуларпы	дунгъуларпы	lem
пнджп	пнджп	lem
тёке	тёке	lem
ялан	ялан	lem
тап	тап	lem
къозгъай	къозгъай	lem
быракъа	быракъа	lem
яваш	яваш	lem
арада	арада	lem
той	той	lem
рек	рек	lem
писапларгъа	писапларгъа	lem
оларпынъ	оларпынъ	lem
къальбпндс	къальбпндс	lem
беслеппп	беслеппп	lem
бутюп	бутюп	lem
умютлерпи	умютлерпи	lem
пшапчларыны	пшапчларыны	lem
арттыра	арттыра	lem
рафлар	рафлар	lem
ояна	ояна	lem
буяна	буяна	lem
чечек	чечек	lem
яз	яз	lem
языджысы	языджысы	lem
повестппде	повестппде	lem
йырларыпыиъ	йырларыпыиъ	lem
эмпети	эмпети	lem
къартбабапыпъ	къартбабапыпъ	lem
айткъапларыны	айткъапларыны	lem
мпсаль	мпсаль	lem
кетнре	кетнре	lem
вд	вд	lem
раатлыкъ	раатлыкъ	lem
къошулып	къошулып	lem
яра	яра	lem
намаз	намаз	lem
багъышлагъан	багъышлагъан	lem
акъшамлары	акъшамлары	lem
бютюн	бютюн	lem
вакътыида	вакътыида	lem
адынен	адынен	lem
башлайым	башлайым	lem
бнле	бнле	lem
бирси	бирси	lem
аркъадаш	аркъадаш	lem
этегинде	этегинде	lem
эвге	эвге	lem
лпде	лпде	lem
ешпль	ешпль	lem
къырпыпъ	къырпыпъ	lem
туташтырып	туташтырып	lem
боткъа	боткъа	lem
пншпре	пншпре	lem
тургъапмыз	тургъапмыз	lem
дертли	дертли	lem
бурлак	бурлак	lem
гонъюль	гонъюль	lem
охшагъан	охшагъан	lem
анджакъ	анджакъ	lem
тыджылыгъы	тыджылыгъы	lem
буз	буз	lem
артель	артель	lem
йырпы	йырпы	lem
созмагъа	созмагъа	lem
башлагъаныиеи	башлагъаныиеи	lem
опъа	опъа	lem
сёзюмиз	сёзюмиз	lem
япрагъы	япрагъы	lem
халкъныиъ	халкъныиъ	lem
сыкъылса	сыкъылса	lem
яткъанда	яткъанда	lem
арт	арт	lem
бизни	бизни	lem
къач	къач	lem
гурьлегеиде	гурьлегеиде	lem
тенииъпп	тенииъпп	lem
къаплагъап	къаплагъап	lem
кибй	кибй	lem
гонълюмиз	гонълюмиз	lem
ум	ум	lem
тургъанда	тургъанда	lem
сатмагъа	сатмагъа	lem
къырджыманджы	къырджыманджы	lem
дегилнм	дегилнм	lem
корюие	корюие	lem
бпрден	бпрден	lem
аякъларыпыпъ	аякъларыпыпъ	lem
устюпе	устюпе	lem
тнклеиген	тнклеиген	lem
булутларгъа	булутларгъа	lem
сонъра	сонъра	lem
ил	ил	lem
тюбюне	тюбюне	lem
тоз	тоз	lem
ж	ж	lem
суретте	суретте	lem
тапкъан	тапкъан	lem
эльчини	эльчини	lem
къайтара	къайтара	lem
къушларьгаы	къушларьгаы	lem
юксельген	юксельген	lem
кпби	кпби	lem
корюпе	корюпе	lem
тюрлго	тюрлго	lem
авагъа	авагъа	lem
береджек	береджек	lem
тарафкъа	тарафкъа	lem
парасыны	парасыны	lem
берсе	берсе	lem
сииъпп	сииъпп	lem
йырлай	йырлай	lem
кпмерде	кпмерде	lem
боткъаныпъ	боткъаныпъ	lem
qapı	qapı	lem
ses	ses	lem
къалыр	къалыр	lem
кель	кель	lem
козюне	козюне	lem
сезмей	сезмей	lem
шекпльде	шекпльде	lem
бардыр	бардыр	lem
къазапдап	къазапдап	lem
ташкъапыны	ташкъапыны	lem
эдпк	эдпк	lem
ашагьанда	ашагьанда	lem
лооо	лооо	lem
öz	öz	lem
гизлиден	гизлиден	lem
ачкъанда	ачкъанда	lem
йырпыпъ	йырпыпъ	lem
бугок	бугок	lem
япкъанда	япкъанда	lem
siz	siz	lem
biraz	biraz	lem
aş	aş	lem
вакъытларда	вакъытларда	lem
фелян	фелян	lem
тюген	тюген	lem
бе	бе	lem
хангъа	хангъа	lem
илле	илле	lem
береджегим	береджегим	lem
берирмен	берирмен	lem
себеплерпндеи	себеплерпндеи	lem
йырларыиынъ	йырларыиынъ	lem
сипкретик	сипкретик	lem
харак	харак	lem
терпни	терпни	lem
ташымасыдыр	ташымасыдыр	lem
сапьатыныпъ	сапьатыныпъ	lem
музы	музы	lem
къошулгъанда	къошулгъанда	lem
берсин	берсин	lem
янълыш	янълыш	lem
